"model","ic_id","time","x1","x2","x3"
"Lorenz",58,0,0.0146279702643165,0.249803723813058,0.173235287092184
"Lorenz",63,0,0.27361830000279,0.201155270719458,0.22602570887378
"Lorenz",71,0.1,0.521008504720756,1.12664797114257,0.258898167992905
"Lorenz",2,0.1,0.533840428571531,1.11619788991098,0.360962467290537
"Lorenz",49,0.1,0.698745853978038,1.45427852155861,0.122966652894721
"Lorenz",33,0.1,0.515874615656296,1.15580810010622,0.195562262413314
"Lorenz",51,0.1,0.252074790531607,0.564995656274808,0.0847603730244296
"Lorenz",30,0.2,1.44240645311329,3.13409452529622,0.271680278861733
"Lorenz",70,0.2,0.743232382444628,1.61482427462447,0.169710456055953
"Lorenz",8,0.2,1.03693716399333,2.25390199454485,0.276632369376248
"Lorenz",60,0.2,0.987560406831333,2.14523363694371,0.283802615132292
"Lorenz",51,0.2,0.834574618834136,1.8208488874488,0.118553753708481
"Lorenz",7,0.2,1.95998647484653,4.25180520561062,0.485298056552561
"Lorenz",17,0.2,1.72979404201067,3.76683269290796,0.315168198446977
"Lorenz",5,0.2,1.38220831856334,3.00301779902354,0.373037346850323
"Lorenz",19,0.2,1.61464219632104,3.51002411244794,0.421123005915934
"Lorenz",4,0.2,0.675567562034031,1.47367827929014,0.123288795402734
"Lorenz",45,0.2,1.22257273628254,2.65984012502307,0.196643963383194
"Lorenz",7,0.3,6.22327775218611,13.2046997466165,3.37328649870003
"Lorenz",2,0.3,5.36457786108127,11.450191984051,2.60661038394087
"Lorenz",69,0.3,5.62883289791307,11.994387815358,2.82440071806199
"Lorenz",1,0.3,2.64860447634318,5.74962824362849,0.638650029408319
"Lorenz",62,0.3,8.60020062926548,17.8011207587578,6.30094582218378
"Lorenz",21,0.3,2.88259603781222,6.24410657933233,0.841923679408193
"Lorenz",60,0.3,3.18442835699468,6.88861428076291,0.999652793973009
"Lorenz",32,0.3,8.88315686494373,18.2781622015169,6.85813713160828
"Lorenz",71,0.3,5.36880160732868,11.469807562342,2.5488944090936
"Lorenz",46,0.3,4.49572146497351,9.6782744206905,1.71132012923656
"Lorenz",63,0.4,14.8945851111076,26.7121647998354,19.8259410925933
"Lorenz",12,0.4,18.4765302306277,26.7090375463994,32.9772888083364
"Lorenz",44,0.4,13.4704870789321,25.3075791527599,15.9500484957388
"Lorenz",45,0.4,11.7725582375585,23.0855781703125,11.9821416065403
"Lorenz",13,0.4,17.1439556673208,27.59982321125,27.2956494732292
"Lorenz",6,0.4,9.32826234280727,19.0858942826888,7.51636056495514
"Lorenz",38,0.4,8.75680146135837,18.0842795446397,6.54758442210229
"Lorenz",74,0.4,10.8174356800874,21.5737435755981,10.1884262576915
"Lorenz",57,0.4,9.88953594808798,20.0511943144637,8.47871304918651
"Lorenz",1,0.5,18.884574746407,25.9657018464628,35.1154990919462
"Lorenz",72,0.5,17.1212942797296,4.82826726154667,48.068974377779
