"model","ic_id","time","x1","x2","x3"
"Crypt",58,0,2.46902433409404,42.4354566822888,29.4232001038162
"Crypt",63,0,46.48257307854,34.1680010450872,38.3945536082902
"Crypt",71,0.1,29.0201326431221,58.2495611698942,53.8473207639255
"Crypt",2,0.1,45.6232219946193,38.5557092892353,75.3652994201813
"Crypt",49,0.1,64.5492184655202,42.8380017316262,20.1034970896802
"Crypt",33,0.1,11.513643258209,80.7090392401939,40.8980035952615
"Crypt",51,0.1,5.92567155167018,39.0060972881715,18.6672327754466
"Crypt",30,0.2,44.3855207123979,27.5219687728275,29.3782441343174
"Crypt",70,0.2,28.0592773241966,8.17217573305464,35.2371061724631
"Crypt",8,0.2,23.2323523340841,30.5337249003038,54.5593671849449
"Crypt",60,0.2,26.2978948933025,24.2121400183955,58.4831428017593
"Crypt",51,0.2,5.87778698761459,39.3450955411809,19.6217292424217
"Crypt",7,0.2,50.9963021021035,49.0504321785285,49.7132291167912
"Crypt",17,0.2,16.8176720161838,75.9963862554477,23.977890752643
"Crypt",5,0.2,24.7190681919651,48.184667803563,63.3622720839266
"Crypt",19,0.2,15.8410117767808,71.5515117050491,62.4132726916773
"Crypt",4,0.2,4.6630012397407,32.0268563101966,26.068753918854
"Crypt",45,0.2,32.180011251681,29.6901024592123,22.1415771195375
"Crypt",7,0.3,48.3044999228483,54.5760843226347,50.6502672616149
"Crypt",2,0.3,41.0978741693878,48.054007167197,75.9788406191335
"Crypt",69,0.3,53.0704772659542,38.9925368208106,65.2758301179175
"Crypt",1,0.3,29.6292307211821,11.7541842109387,20.7997349819873
"Crypt",62,0.3,57.5124983809535,87.5850337377091,26.1687362124387
"Crypt",21,0.3,10.5551323042059,37.9790760784286,58.0352701705996
"Crypt",60,0.3,25.1906357327198,26.8109460914557,58.4555744679
"Crypt",32,0.3,60.5370827675307,92.3148132229162,70.2611157311908
"Crypt",71,0.3,26.5486607300618,63.7413811202737,56.1998255542073
"Crypt",46,0.3,16.2319429237411,58.7197443574121,15.2944778203414
"Crypt",63,0.4,37.7981643278724,52.4707412266564,41.6521076661055
"Crypt",12,0.4,45.5338218564956,88.2810733249092,25.3919169591179
"Crypt",44,0.4,43.4375142606864,34.0110619520497,36.008734995097
"Crypt",45,0.4,29.3261316210013,36.0849407312744,23.5487575594544
"Crypt",13,0.4,45.195199162067,68.5407825460813,35.7323958320353
"Crypt",6,0.4,0.785920677836219,51.2747725029365,66.8163303684645
"Crypt",38,0.4,21.7694015882526,24.8849293495005,31.2998730343463
"Crypt",74,0.4,36.6833693205437,23.2942334360942,76.9154949187635
"Crypt",57,0.4,18.1718311697795,36.802204759565,73.0959659064933
"Crypt",1,0.5,27.084443263081,17.6198932222828,21.1154864895557
"Crypt",72,0.5,18.3034264731605,79.8051517937547,68.7940556728794
"Crypt",73,0.5,46.964606150821,46.2465101788256,6.47865527312867
"Crypt",54,0.5,50.9301183303542,79.0018757738413,48.8409797726484
"Crypt",60,0.6,22.2559237144685,33.8266494382278,58.8320044086519
"Crypt",46,0.6,14.7579059914661,62.5544778647982,20.3372970210948
"Crypt",44,0.6,39.1875371189215,43.0186758334426,37.3946313243933
"Crypt",36,0.6,29.7825560400662,26.9451239191476,38.6413353248717
"Crypt",19,0.6,14.0046217370393,76.1756263565119,68.2913422549066
"Crypt",52,0.6,54.4827136586641,94.9568330144703,27.3067580004053
"Crypt",75,0.6,15.8069993736402,44.7934010418404,64.6864766939336
"Crypt",10,0.6,2.03685725345708,68.80767993127,54.2960398479437
"Crypt",30,0.7,34.4664507636008,48.7062994102916,33.2447218462446
"Crypt",69,0.7,42.8243909587056,60.1408697708208,67.8873764420567
"Crypt",74,0.7,31.7337287083637,34.1832024099613,76.3985981384108
"Crypt",68,0.7,41.3607334263457,64.6425761350596,64.0055550441295
"Crypt",44,0.7,37.2667424585905,47.1207599824191,38.2815027932903
"Crypt",49,0.7,46.277202715511,79.6877849527085,30.0134974072453
"Crypt",66,0.8,6.77778524511577,46.1827692510598,36.9627691414271
"Crypt",36,0.8,27.2192907532729,32.7970424431467,39.4060941796831
"Crypt",6,0.8,0.856212000145496,51.0291204105096,69.472416628551
"Crypt",42,0.8,6.82033567140939,24.0833558143834,56.3611635476121
"Crypt",20,0.8,21.2411232430952,94.146839191923,75.7606922518941
"Crypt",38,0.8,18.7118768139392,32.570863919469,33.0761106360119
"Crypt",62,0.8,43.829188629649,114.447124153402,40.6419585838413
"Crypt",22,0.9,27.6124632358227,52.9846464723843,27.0645143590159
"Crypt",21,0.9,9.31924000369776,42.3631500138727,60.6222906290176
"Crypt",2,0.9,30.6407491842511,70.3414583944155,80.8838670413869
"Crypt",57,0.9,15.367972661997,44.2279369088642,74.3230593717903
"Crypt",4,0.9,4.57892410360919,33.7256820473153,30.4483246264638
"Crypt",17,0.9,13.5319256132118,84.0258631339757,39.078372288979
"Crypt",30,0.9,31.3327815191751,55.5264978280156,35.5803353523845
"Crypt",52,1,43.9001491617691,115.67235753138,39.4508366596642
"Crypt",65,1,24.9981184583424,83.1159091977407,85.4556961007102
"Crypt",55,1,4.18841817118688,59.7979433974414,18.5411628920454
"Crypt",19,1,12.5231320308391,79.9769357943676,74.4120953141605
"Crypt",56,1,24.9524159427091,57.1697266861062,72.6387299633478
"Crypt",20,1,19.6808279430432,97.5309767934618,79.8811308612664
"Crypt",49,1,39.587844227424,93.2233883893392,37.0750683277432
"Crypt",15,1,38.1426207172398,123.820724901262,52.6004783090329
"Crypt",64,1,10.4351236071116,82.7761225147531,63.5132471195664
"Crypt",10,1,2.13480159766911,68.5685969780227,59.9127247307057
"Crypt",36,1,24.9630272483889,38.0334414962334,40.4984614425028
"Crypt",32,1.1,39.3438090119869,133.300539703681,91.9293307821585
"Crypt",2,1.1,27.9738086977684,76.1061050941005,83.3124748358981
"Crypt",72,1.1,14.9894622067242,87.6005143312654,78.9693836553589
"Crypt",27,1.1,10.2543038862346,28.8471919870316,73.2403387992677
"Crypt",11,1.1,23.6252890234765,43.3759607782445,54.2959348456563
"Crypt",36,1.1,23.9371104552451,40.444305949956,41.1540655552299
"Crypt",29,1.1,9.22393873643641,16.1900055934979,11.9108021467894
"Crypt",65,1.1,23.9700733704821,85.3569246727786,86.9906935702078
"Crypt",23,1.1,37.8879204741307,72.6601293454428,39.1514519417643
"Crypt",35,1.1,36.5684216468138,97.1742730602436,65.0950460096704
"Crypt",8,1.1,16.633758567505,47.0360998354382,58.5834424195621
"Crypt",52,1.2,39.5919733921639,124.004998585137,46.2804009348316
"Crypt",58,1.2,2.72954273368025,43.2139311840695,39.6989011588896
"Crypt",59,1.2,10.7240114014361,14.73896178811,49.0649053772587
"Crypt",31,1.2,26.611382522343,108.405517445711,82.2340387015568
"Crypt",43,1.2,19.2402843710487,97.2565453330367,37.7648480677413
"Crypt",63,1.2,26.018164132471,77.8752599438066,53.3491568126819
"Crypt",22,1.2,24.2624379669484,60.5798116121376,31.2560006256868
"Crypt",14,1.2,25.8747687503219,95.2751710621729,58.7624911655265
"Crypt",33,1.3,8.92889212855526,87.6550210210924,64.9567087125131
"Crypt",48,1.3,30.9690385465487,123.051285009893,44.1499007063353
"Crypt",8,1.3,15.5814283075679,49.8206873601586,59.9809381981621
"Crypt",10,1.3,2.20749353380549,68.4076869383427,63.9051853455291
"Crypt",5,1.3,16.3555456879352,68.2461717054871,73.6335490623239
"Crypt",69,1.3,31.8009173302934,83.1890033882495,75.8778441403527
"Crypt",80,1.3,5.00553099372477,41.5481436150796,41.9149815075798
"Crypt",38,1.3,15.7737352071499,40.3213074739202,36.357341919091
"Crypt",49,1.3,34.1154882607879,104.265216386315,45.1163504956128
"Crypt",27,1.3,9.83065427076151,30.3856445224028,73.0368381311194
"Crypt",54,1.3,33.7504893455745,113.342469096463,68.0951030894433
"Crypt",31,1.4,24.4272809100609,112.828037752499,87.2227254327256
"Crypt",11,1.4,20.955387789942,49.7494787492612,56.3810380034319
"Crypt",71,1.4,17.2990554841911,84.807880570169,73.0865133289249
"Crypt",38,1.4,15.2797069354747,41.6693555376492,37.1263009290854
"Crypt",8,1.4,15.0977888413248,51.1191666806091,60.731195794829
"Crypt",49,1.4,32.5196354965062,107.471808712617,47.9688145908461
"Crypt",37,1.4,11.4284329881447,32.2310029942441,69.2844714880036
"Crypt",15,1.4,31.4101402158239,136.624231355693,66.8925493247628
"Crypt",32,1.4,33.9155227549073,143.433886175582,101.996417727659
"Crypt",59,1.4,10.2585289743365,16.4181289942186,48.6565721972268
"Crypt",58,1.4,2.77041313228613,43.3610805247174,41.2809411877031
"Crypt",70,1.5,16.8640579486459,35.7069601335445,38.1392458109092
"Crypt",22,1.5,21.4851284847825,66.9824194335503,35.9627646816663
"Crypt",24,1.5,31.6993646470095,151.619679157497,59.3386107311467
"Crypt",36,1.5,20.4126345833901,48.8938198272567,44.3957337336224
"Crypt",62,1.5,30.9832974862003,138.99828166853,65.6056797726322
"Crypt",25,1.5,29.2152291618435,73.9730711896003,51.4381335604785
"Crypt",32,1.5,32.3323747346839,146.331964860485,105.496852855889
"Crypt",46,1.5,11.5243488242369,71.3273466701866,36.1549575899654
"Crypt",27,1.5,9.44391779655762,31.8331775055309,72.9324733861873
"Crypt",34,1.6,11.9824788779539,71.8616638737223,32.7830935546628
"Crypt",63,1.6,22.0379438579836,86.6178257137925,60.8583749737228
"Crypt",9,1.6,32.2194245162402,107.127847611537,85.4717293564896
"Crypt",1,1.6,17.5736351497559,40.8652799673112,27.7876279656325
"Crypt",23,1.6,29.8020011206391,89.572969570605,49.2961524815366
"Crypt",14,1.6,21.9261598712284,103.579951013686,68.3302302624477
"Crypt",12,1.6,25.5869468248139,127.816013268713,62.3677096789122
"Crypt",35,1.7,27.5865143734552,115.241769164792,80.254167799483
"Crypt",20,1.7,15.4613727308813,106.617441142524,94.9985064837746
"Crypt",51,1.7,5.30959805793268,43.8872248404567,33.5943829420467
"Crypt",47,1.7,22.3614447103127,62.7259713375093,73.9750039350662
"Crypt",60,1.7,15.0689456211502,52.1026089148155,64.5487908447088
"Crypt",9,1.7,30.7436610562039,110.088699878918,87.8651390064108
"Crypt",13,1.7,24.3783913800387,111.256530640999,66.2642469354627
"Crypt",31,1.7,21.6220966655944,118.444475307722,94.9925775820436
"Crypt",36,1.7,18.9459083110362,52.4991568754191,46.3301034911821
"Crypt",30,1.8,21.2935550342616,77.8891348260735,49.7846793505948
"Crypt",1,1.8,16.4203847887461,43.8913173515546,29.6399633655768
"Crypt",33,1.8,8.19775906175806,89.6362722397759,74.5484455819661
"Crypt",44,1.8,22.6803013484786,79.0148007327651,54.1045433809152
"Crypt",75,1.8,11.2985122588927,57.5956243883104,72.8412575664685
"Crypt",59,1.8,9.44743865291532,19.4914065042391,48.1636256559454
"Crypt",50,1.8,24.6486440776487,81.9459324759623,74.3514482017523
"Crypt",74,1.8,19.928659737762,61.3517841558853,81.4651305380364
"Crypt",37,1.9,10.1931832676442,36.4214486884133,69.7883086868708
"Crypt",21,1.9,7.85986133562222,48.1167767740815,66.0517824311837
"Crypt",43,1.9,15.1667089897385,106.065820696337,56.6850882615567
"Crypt",80,1.9,4.88446809056416,43.0263822520645,46.1709976809648
"Crypt",42,1.9,6.09955348038359,28.6659300078457,56.6930844242893
"Crypt",77,1.9,19.9858074792158,77.5768385259046,44.23553146619
"Crypt",33,1.9,8.06883858342346,89.9844958135672,76.4270901770908
"Crypt",46,2,10.2686600086434,74.899813715643,45.0886328533284
"Crypt",20,2,14.104811604194,109.482007099269,101.635201372623
"Crypt",27,2,8.61390403198973,35.1057218415854,73.0548942107516
"Crypt",4,2,4.47217165147752,36.2535990292112,37.2229669247727
"Crypt",35,2,24.2409711392031,121.847849980522,88.6236800820806
"Crypt",45,2,15.776012270698,68.2121710768656,43.8334757356001
"Crypt",78,2,6.39660691684301,40.7448860120496,44.9735778817504
"Crypt",50,2,22.6955891965311,86.2285002983098,77.6971956349427
"Crypt",38,2,12.8188516433392,48.6353005053239,42.3367918737445
"Crypt",34,2,10.8733831163673,74.9463499126178,40.1970978167357
"Crypt",13,2,21.5814779165752,116.888467755909,74.7225853849146
"Crypt",53,2.1,9.85169920054244,62.6910685150898,51.3781531478578
"Crypt",71,2.1,13.8588636185978,92.839175028298,85.6846500994438
"Crypt",51,2.1,5.19547045743333,44.9546802217931,37.1900381411094
"Crypt",65,2.1,16.5000685960913,101.686077996801,104.591785187157
"Crypt",25,2.1,22.5848567992561,88.387204121558,62.5545321349117
"Crypt",1,2.1,14.9173586199246,47.9358699743698,32.6650094809526
"Crypt",21,2.1,7.63298277819587,49.0893328405432,67.2543945312235
"Crypt",8,2.1,12.3539247275815,58.7555328409979,66.7423868715371
"Crypt",63,2.1,18.2536673681221,94.9813200438345,71.1265961584886
"Crypt",58,2.2,2.92591903179259,43.9957099551907,47.2833851603411
"Crypt",35,2.2,22.3355026600547,125.549317077224,94.3801222432319
"Crypt",63,2.2,17.6222978272596,96.3775892901592,73.2582875486579
"Crypt",71,2.2,13.4662949673218,93.7579751065151,87.5316521809786
"Crypt",41,2.2,13.1670080545572,64.8629155956203,31.7180161863716
"Crypt",8,2.2,12.0375505383104,59.6708465954274,67.6873764184958
"Crypt",36,2.2,15.9492755932378,60.0690107738455,51.8572186339183
"Crypt",36,2.3,15.4457285156266,61.3723448799042,53.0578768699321
"Crypt",74,2.3,16.6845640258936,69.2475634044433,86.0962426890846
"Crypt",28,2.3,9.83505448938337,42.021360440382,68.06955317668
"Crypt",16,2.3,23.7856999314554,120.710215849874,62.827823848425
"Crypt",19,2.3,9.31951085602998,88.3987469470718,94.8203280518421
"Crypt",75,2.3,10.0908336332166,61.3425329341085,77.0819668589802
"Crypt",26,2.3,9.4074519487353,51.55421549394,78.3126500651051
"Crypt",12,2.3,19.3525910374051,139.37174430107,86.8555408659173
"Crypt",27,2.4,8.06545320035268,37.4212458181486,73.4919700190335
"Crypt",78,2.4,6.1568298913494,42.2123642319485,47.5824035365271
"Crypt",36,2.4,14.9693946838933,62.6146686236367,54.2843575283691
"Crypt",45,2.4,13.9524091126402,72.8689737734786,50.2746819155652
"Crypt",48,2.4,19.5443850683809,144.276879467123,84.6337648642166
"Crypt",1,2.4,13.6426383445586,51.4719020894152,35.9308035919559
"Crypt",32,2.4,21.8594016514703,164.286848069872,138.688324606072
"Crypt",75,2.4,9.88150195188005,62.0111159497499,77.9661419882374
"Crypt",4,2.5,4.43201461165437,37.3515434388085,40.2515498622724
