"model","ic_id","time","x1","x2","x3","x4","x5","x6","x7"
"Glycolysis","ICSpp",3.7,4.06537313565728,0.575188210435697,0.150595773270073,24925.6027561171,129135.569798354,2.57454015009961,1.38455866851476e-06
"Glycolysis","ICSpp",3.8,4.14081188622369,0.578303100117501,0.152329142725808,34847.7256598108,180540.504634379,2.5838273107198,8.30497353416048e-07
"Glycolysis","ICSpp",3.9,4.21495591036063,0.581952547417469,0.154235738897915,48719.6571222597,252408.767013355,2.59310922729343,7.16695278963485e-07
"Glycolysis","ICSpp",4,4.2879729014087,0.585633060103118,0.156277569659094,68113.5145898722,352885.246407803,2.60308485250133,5.15918842526008e-07
"Glycolysis","ICSpp",4.1,4.36012323810268,0.588935357071571,0.158391994655,95227.6826610558,493359.422433784,2.61406483132762,3.71071100156627e-07
"Glycolysis","ICSpp",4.2,4.43167814834162,0.591624313346171,0.160511543646419,133135.118966876,689751.797980062,2.62598394413368,2.65670969381809e-07
"Glycolysis","ICSpp",4.3,4.50285265031377,0.593659466123011,0.162580768947354,186132.144103386,964320.924156433,2.63850357563496,1.91380604668719e-07
"Glycolysis","ICSpp",4.4,4.57376793937432,0.595160973591256,0.164566250902968,260225.925504904,1348188.97641833,2.65115972313996,1.37225556635861e-07
"Glycolysis","ICSpp",4.5,4.64444612895736,0.596343367618721,0.166459777555172,363814.669262039,1884865.71975724,2.66350764391963,9.83484289358014e-08
"Glycolysis","ICSpp",4.6,4.71483046114964,0.597440693268633,0.168274562647404,508639.240013007,2635178.6994466,2.67522796346162,7.04749264853859e-08
"Glycolysis","ICSpp",4.7,4.78481962735518,0.59864555862587,0.170037673905271,711112.877828351,3684162.29191832,2.68617553173237,5.04242405978059e-08
"Glycolysis","ICSpp",4.8,4.85430416600288,0.600073478613217,0.171780874456666,994185.877322043,5150718.30955953,2.69637383352109,6.55582923854174e-07
"Glycolysis","ICSpp",4.9,4.92319558362207,0.601754457942949,0.173532415290874,1389941.75958537,7201066.35293678,2.70597073477429,2.49839851967062e-08
"Glycolysis","ICSpp",5,4.99144369410553,0.603646590607797,0.175311580234594,1943237.07641173,10067601.0555681,2.71517557741991,1.75673464835512e-08
"Glycolysis","ICSpp",5.1,5.05904098449728,0.605662849434495,0.177126401597801,2716787.14916047,14075240.4848576,2.72419800769184,2.66503278321298e-08
"Glycolysis","ICSpp",5.2,5.12601622221094,0.607701649666083,0.178974346482988,3798263.17720811,19678195.1280139,2.73320071877939,1.2313187018635e-07
"Glycolysis","ICSpp",5.3,5.19242111366857,0.609674044394299,0.180845441693124,5310246.74607712,27511540.609419,2.74227455502069,9.76186927593306e-09
"Glycolysis","ICSpp",5.4,5.25831481208289,0.611520994259519,0.182725933350729,7424099.48892812,38463074.1925091,2.75143570720366,5.65970397499772e-09
"Glycolysis","ICSpp",5.5,5.32375025220446,0.613220346425316,0.184602291562258,10379414.9615895,53774091.8387695,2.7606406189706,3.3961016219667e-09
"Glycolysis","ICSpp",5.6,5.38876509927083,0.614783412361734,0.186464154884082,14511175.097365,75180081.4646597,2.76981131655196,2.30371549741372e-09
"Glycolysis","ICSpp",5.7,5.45337831990743,0.616244560470247,0.188305846123241,20287669.1538162,105107174.950983,2.77886238264557,1.76478609855705e-09
"Glycolysis","ICSpp",5.8,5.51759178653018,0.617648135669865,0.190126654649057,28363616.3510188,146947368.050638,2.78772319340321,1.30522213791831e-09
"Glycolysis","ICSpp",5.9,5.58139535781017,0.619035899931789,0.191929697929494,39654336.3365878,205442785.726897,2.7963510787822,9.25352533075316e-10
"Glycolysis","ICSpp",6,5.64477328894288,0.620438902611171,0.193720734009169,55439633.7674967,287223891.585884,2.80473506640727,6.62242643268697e-10
"Glycolysis","ICSpp",6.1,5.70771038045075,0.621872882775368,0.195506144050037,77508606.5067125,401559716.025345,2.81289172342314,5.15396489894575e-10
"Glycolysis","ICSpp",6.2,5.77019646611729,0.623338657695144,0.197291538871306,108362451.286995,561408560.000537,2.82085555628198,4.77376757100148e-08
"Glycolysis","ICSpp",6.3,5.83222866062404,0.624825607588324,0.199080720435637,151498433.149124,784889195.347141,2.82866774526081,2.47390011211407e-10
"Glycolysis","ICSpp",6.4,5.89381144903319,0.626317005828385,0.200875473647527,211805531.950325,1097330646.17811,2.83636663188907,3.89527314954139e-11
"Glycolysis","ICSpp",6.5,5.95495515290107,0.627794932258242,0.20267545085669,296119508.648636,1534147898.68397,2.84398040673143,-4.058865706292e-11
"Glycolysis","ICSpp",6.6,6.01567342643695,0.6292447814613,0.204478896538644,413996019.665278,2144847283.21784,2.85152424818933,-9.10826517790084e-08
"Glycolysis","ICSpp",6.7,6.0759806429083,0.630657715297055,0.206283384761067,578795345.937495,2998646282.34033,2.85900101765829,-8.57082582692617e-10
"Glycolysis","ICSpp",6.8,6.13588972777569,0.63203098672036,0.208086245772724,809197455.485705,4192322828.09877,2.86640382203826,-1.17318642725111e-08
"Glycolysis","ICSpp",6.9,6.19541077743404,0.63336761219489,0.209885545028447,1131317575.70185,5861175744.30203,2.87372090661725,-2.29432205731464e-08
"Glycolysis","ICSpp",7,6.25455066108596,0.634674121988675,0.211680170817521,1581662230.81991,8194339504.72169,2.88093991616683,2.36635882572409e-08
"Glycolysis","ICSpp",7.1,6.31331337507288,0.635958103603511,0.213469647127338,2211274519.74618,11456260255.7353,2.88805096661577,-1.28046364224583e-08
"Glycolysis","ICSpp",7.2,6.37170082153736,0.637227067149999,0.215254568288337,3091523235.94602,16016688322.2234,2.89504870793135,-3.36424774953139e-08
"Glycolysis","ICSpp",7.3,6.42971390479606,0.638486491026707,0.217035934634506,4322175227.56907,22392499816.6233,2.90193308909718,1.06426604078287e-08
"Glycolysis","ICSpp",7.4,6.48735352200214,0.639739240304345,0.218814882611899,6042705639.06779,31306293195.0668,2.9087082819381,1.89354483224069e-09
"Glycolysis","ICSpp",7.5,6.54462126061656,0.640985897367673,0.220592583426255,8448139696.93146,43768463020.1221,2.91538130830293,1.87630554251499e-09
"Glycolysis","ICSpp",7.6,6.60151979228527,0.642225107052763,0.222369909278596,11811109676.1547,61191473582.6571,2.92196035360828,3.27131639051485e-08
"Glycolysis","ICSpp",7.7,6.6580529267196,0.643454490454464,0.224147441414881,16512762704.1549,85549987299.4924,2.92845332499112,2.62715201732977e-12
"Glycolysis","ICSpp",7.8,6.71422539130366,0.644671172614724,0.225925179008998,23086011846.3002,119604941682.47,2.93486627452147,5.81221626842692e-10
"Glycolysis","ICSpp",7.9,6.7700424157643,0.645873067937282,0.227703069258831,32275926606.6931,167216422881.629,2.94120340217418,3.93190876055401e-11
"Glycolysis","ICSpp",8,6.82550937875646,0.647058763992997,0.229480783777092,45124038302.3427,233780438369.401,2.947466978609,3.42660948099947e-08
"Glycolysis","ICSpp",8.1,6.88063144584942,0.648227741094933,0.231257850563714,63086593846.8255,326841570914.484,2.95365749483283,7.56940584095493e-13
"Glycolysis","ICSpp",8.2,6.93541334866965,0.649380631378753,0.233034107737933,88199527042.918,456947668511.231,2.95977493638874,-4.94284140859251e-10
"Glycolysis","ICSpp",8.3,6.989859333562,0.650518261957974,0.234809212996083,123309343317.335,638846021329.431,2.96581871242734,-4.88413089425181e-10
"Glycolysis","ICSpp",8.4,7.04397312656472,0.651641942332251,0.236583063136383,172395198076.607,893151998256.225,2.97178838793187,-1.8876901541952e-07
"Glycolysis","ICSpp",8.5,7.09775805910697,0.65275309023994,0.238355806774798,241020919708.955,1248690905903.02,2.97768431892898,2.79967863832469e-13
"Glycolysis","ICSpp",8.6,7.15121718930953,0.653852579592923,0.240127358954806,336964207145.228,1745757760717.05,2.98350695832753,1.09940466668032e-11
"Glycolysis","ICSpp",8.7,7.20435340891206,0.654941421996053,0.241898047919976,471100699815.065,2440697514281.99,2.98925775790095,1.67526546401711e-12
"Glycolysis","ICSpp",8.8,7.25716961907965,0.656020053763687,0.243668101537626,658632630060.537,3412270505318.31,2.99493866178146,-9.7028776904975e-12
"Glycolysis","ICSpp",8.9,7.30966880535373,0.657088588743349,0.245437741207584,920814045766.012,4770590562695.74,3.00055185870729,1.34065062249e-07
"Glycolysis","ICSpp",9,7.36185404022737,0.658146844752499,0.247207016956084,1287365099286.32,6669633050927.41,3.00609927266284,3.00798076884233e-13
"Glycolysis","ICSpp",9.1,7.41372852047761,0.659194847183967,0.248976290971367,1799827246126.4,9324617618870.57,3.01158340270827,-1.51362775737527e-11
"Glycolysis","ICSpp",9.2,7.46529554924318,0.660232150578691,0.250745492573092,2516290177923.1,13036497684847.3,3.0170059670719,9.52834932670701e-14
"Glycolysis","ICSpp",9.3,7.51655843319598,0.6612586105995,0.252514635039887,3517953681311.25,18225956379827.3,3.02236840002806,4.12351492120657e-10
"Glycolysis","ICSpp",9.4,7.56752043604902,0.662274262911016,0.254283744422399,4918343115072.15,25481150463277,3.02767187143003,1.08524273095966e-06
"Glycolysis","ICSpp",9.5,7.61818476319076,0.663279112466141,0.256052730388116,6876204799498.47,35624519276703.5,3.0329174897137,1.1067724611626e-13
"Glycolysis","ICSpp",9.6,7.6685544811758,0.664273404829393,0.257821544150091,9613419687856.26,49805592615574,3.03810574718272,-2.84316450561805e-12
"Glycolysis","ICSpp",9.7,7.7186325276593,0.665257531023164,0.259590220259389,13440260966321.3,69631846322197.9,3.04323748419325,-7.38950925533398e-13
"Glycolysis","ICSpp",9.8,7.7684217398869,0.666231817920264,0.261358776519656,18790436715480.3,97350252720385.3,3.04831351964655,4.33441592412781e-10
"Glycolysis","ICSpp",9.9,7.81792486831532,0.667196483614445,0.263127164732806,26270340786903.3,136102441544042,3.05333468199774,-6.95855810989428e-11
"Glycolysis","ICSpp",10,7.86714457668753,0.668152049419311,0.264895638962762,36727817053032.6,190280956537598,3.05830187725807,-1.40738321384331e-12
"Glycolysis","ICSpp",10.1,7.91608351508192,0.669098544764161,0.266664136318432,51348132163286.6,266026474983284,3.06321629423693,2.89002857151619e-11
"Glycolysis","ICSpp",10.2,7.96474430800019,0.670036117268268,0.26843273606989,71788401447418.8,371924246845269,3.06807892240389,-4.31411493313875e-09
"Glycolysis","ICSpp",10.3,8.01312955420874,0.67096497587769,0.270201582832709,100365169306130,519975918826126,3.07289083482289,1.40428478878931e-11
"Glycolysis","ICSpp",10.4,8.06124185091451,0.671884966985826,0.271970527892164,140317675181198,726963473327525,3.07765303416706,1.11496451065338e-11
"Glycolysis","ICSpp",10.5,8.10908373705893,0.672796367627328,0.273739731148529,196174231921444,1016347376271821,3.08236629992517,6.42240584259676e-11
"Glycolysis","ICSpp",10.6,8.15665771922087,0.673699285919735,0.275509212103933,274265751535472,1420927072042359,3.08703156718285,5.50129372901476e-09
"Glycolysis","ICSpp",10.7,8.20396627297867,0.674593736450553,0.277278910440278,383442534166131,1986554552724439,3.09164962793557,-1.17293718197416e-11
"Glycolysis","ICSpp",10.8,8.25101181798969,0.675480088138893,0.279049055353874,536080050434945,2777345155858176,3.0962213159829,-6.83394983492932e-12
"Glycolysis","ICSpp",10.9,8.29779677283014,0.676358266037835,0.280819554167547,749478669876459,3882929333989484,3.10074756368108,-1.554109985055e-10
"Glycolysis","ICSpp",11,8.344323518668,0.677228380194304,0.28259044368438,1047825295046355,5428615567808406,3.10522908520285,-4.26482585517893e-09
"Glycolysis","ICSpp",11.1,8.39059439529689,0.678090645797741,0.284361838550444,1464932316471286,7589580454468643,3.10966667470683,1.99256917291724e-12
"Glycolysis","ICSpp",11.2,8.43661172084273,0.678944934245896,0.286133556052917,2048080014339632,10610775577306062,3.11406098168568,-1.78841854018772e-11
"Glycolysis","ICSpp",11.3,8.48237773426565,0.679791575823094,0.287905735884921,2863364361041902,14834633617021224,3.11841255373033,2.13229896382227e-10
"Glycolysis","ICSpp",11.4,8.52789463578437,0.680630713964036,0.289678392510703,4003189709107120,20739886771666376,3.12272209886097,4.81955253142843e-10
"Glycolysis","ICSpp",11.5,8.5731645905367,0.681462387871262,0.291451461485109,5596736505125371,28995798311302552,3.12699020612101,9.0095850862738e-12
"Glycolysis","ICSpp",11.6,8.61818971445314,0.682286971227587,0.293225180292924,7824636744879110,40538193768091160,3.13121762410846,8.84768726471657e-11
"Glycolysis","ICSpp",11.7,8.66297213554249,0.683104369590871,0.294999466003024,10939411031070490,56675342069592912,3.1354051348756,-2.32584922811446e-10
"Glycolysis","ICSpp",11.8,8.70751395439875,0.683914668206735,0.296774357625589,15294083191610826,79236203307787504,3.1395533586677,8.26991225926415e-09
"Glycolysis","ICSpp",11.9,8.75181724680841,0.684718044705061,0.29854997804797,21382189345564288,110777709322260848,3.14366302461784,-8.67499893558262e-12
"Glycolysis","ICSpp",12,8.79588407776614,0.685514328255469,0.300326134648735,29893821760808916,154875117979317120,3.14773462826452,6.08538367920571e-12
"Glycolysis","ICSpp",12.1,8.83971644132305,0.686303819898602,0.302102963121386,41793739730982568,216526693154995424,3.15176865321911,1.07136665562116e-10
"Glycolysis","ICSpp",12.2,8.88331630481227,0.687086625950693,0.303880474372877,58430647891171648,302719858242316288,3.15576569707418,-2.95037828944584e-08
"Glycolysis","ICSpp",12.3,8.92668560327228,0.687862756351178,0.305658585114091,81690114213833680,423223439874722432,3.15972619603516,7.65350035918444e-14
"Glycolysis","ICSpp",12.4,8.96982622966199,0.688632579300194,0.307437550646848,114208562188284448,591696327244044288,3.1636508567516,-7.35296808562504e-10
"Glycolysis","ICSpp",12.5,9.01274009696958,0.689395962047308,0.309217272553273,159671910325778176,827234675698376576,3.16754030567688,8.3983455304841e-11
"Glycolysis","ICSpp",12.6,9.05542908926172,0.69015298041538,0.310997780910237,223232750199253632,1156533239563320576,3.17139504398453,3.98593099882351e-08
"Glycolysis","ICSpp",12.7,9.09789507319048,0.690903807363222,0.312779214124202,312095310733288320,1616915978738401280,3.17521574190375,-1.99273467501504e-12
"Glycolysis","ICSpp",12.8,9.14013990142152,0.691648232550457,0.314561326275992,436331308264028224,2260562847606694400,3.17900267361144,-4.73460941051765e-12
"Glycolysis","ICSpp",12.9,9.18216535147144,0.692386585901895,0.316344266896192,610023120522967296,3160432396936496128,3.18275626084177,3.56118450949118e-12
"Glycolysis","ICSpp",13,9.22397318186708,0.693118963633891,0.318128047454354,852856313184240896,4418512399675207168,3.18647700665079,4.65208498983467e-11
"Glycolysis","ICSpp",13.1,9.26556513117935,0.693845451765018,0.319912693577316,1192352243958865152,6177386616325222400,3.19016539658709,7.31672652110494e-08
"Glycolysis","ICSpp",13.2,9.30694290379603,0.694566057042996,0.321698115902622,1666994809228484608,8636433970066750464,3.19382173943921,-3.03518505170437e-13
"Glycolysis","ICSpp",13.3,9.34810818721691,0.69528106629819,0.323484559450287,2330576100160446976,12074342697303844864,3.19744675188586,-1.65092607088964e-11
"Glycolysis","ICSpp",13.4,9.3890626813561,0.695990364647309,0.32527193602148,3258316441719993344,16880817292719329280,3.20104087822359,-1.85165541592861e-12
"Glycolysis","ICSpp",13.5,9.42980805934282,0.696694014260573,0.327060264260032,4555360299513053696,23600594446251581440,3.20460453720125,4.52571618358985e-11
"Glycolysis","ICSpp",13.6,9.47034597063338,0.697392084320488,0.328849555530556,6.368709378439e+18,32995266522089332736,3.20813814009057,-1.72516005054479e-08
"Glycolysis","ICSpp",13.7,9.51067806783264,0.698084715823379,0.330639969801345,8903920194302721024,46129789011418218496,3.21164234311192,-5.04838430302982e-13
"Glycolysis","ICSpp",13.8,9.55080596071189,0.698771728891189,0.332431212007643,12448308543961282560,64492699187645628416,3.21511712928699,1.233441882351e-11
"Glycolysis","ICSpp",13.9,9.59073120426174,0.699453430452999,0.334223441989986,17403645059897501696,90165506554784792576,3.21856294742763,-7.26000084081099e-13
"Glycolysis","ICSpp",14,9.63045534219432,0.700129896415857,0.33601667479107,24331540069101223936,1.26057824555604e+20,3.22198020947007,-4.55633097581093e-10
"Glycolysis","ICSpp",14.1,9.66997990264189,0.700801119268555,0.337810857882023,3.4017180223091e+19,1.76237579876182e+20,3.22536929758372,-1.6094619226078e-06
"Glycolysis","ICSpp",14.2,9.7093063778788,0.701467345052596,0.339606135256744,47558516625070301184,2.46393081893781e+20,3.22873048648684,-6.97395796287262e-13
"Glycolysis","ICSpp",14.3,9.74843627087852,0.702128540426513,0.341402504421018,66490168771348652032,3.44474949216017e+20,3.23206440882335,8.54395021973231e-12
"Glycolysis","ICSpp",14.4,9.78737107987906,0.702784699800928,0.343199960083028,92958093248470859776,4.8160104031475e+20,3.23537138440386,1.27620701349764e-12
"Glycolysis","ICSpp",14.5,9.8261122816927,0.703435875686493,0.34499851396972,1.29961992206733e+20,6.73312333126729e+20,3.23865175788803,-1.62096558904537e-09
"Glycolysis","ICSpp",14.6,9.86466133247032,0.704082111893525,0.346798155762803,1.81695923451276e+20,9.41337571556986e+20,3.2419058450607,9.4924680393022e-10
"Glycolysis","ICSpp",14.7,9.9030196657675,0.704723515455241,0.348598932051923,2.54023856446902e+20,1.31605704521704e+21,3.24513399471051,3.78742781833916e-10
"Glycolysis","ICSpp",14.8,9.94118870218628,0.70536011508726,0.3504008321199,3.55143671943371e+20,1.83994266547567e+21,3.24833653830728,1.32134514214896e-09
"Glycolysis","ICSpp",14.9,9.97916984213175,0.705991978390974,0.352203870643426,4.96516544104477e+20,2.57237294589338e+21,3.25151378713377,1.11551697599527e-07
"Glycolysis","ICSpp",15,10.0169644614779,0.706619169217664,0.354008036288735,6.94165154705873e+20,3.59635884272075e+21,3.25466599738684,-1.73514501596764e-08
