"model","ic_id","time","x1","x2"
"Immunity",1,0,32.4444392685917,1.61083146488564
"Immunity",1,0.1,32.6789608075416,1.70667074721153
"Immunity",1,0.2,32.9106168118504,1.80153216060836
"Immunity",1,0.3,33.1393482037276,1.89542563016902
"Immunity",1,0.4,33.365106122128,1.98835975348361
"Immunity",1,0.5,33.5878284978428,2.08034589138475
"Immunity",1,0.6,33.8074684120553,2.1713932301579
"Immunity",1,0.7,34.0239797059339,2.26151126688125
"Immunity",1,0.8,34.2373191223439,2.35070940129692
"Immunity",1,0.9,34.4474468746129,2.43899691635034
"Immunity",1,1,34.654325899396,2.52638300290955
"Immunity",1,1.1,34.8579220615127,2.61287675227476
"Immunity",1,1.2,35.0582041186999,2.69848715681618
"Immunity",1,1.3,35.2551436442943,2.78322311197202
"Immunity",1,1.4,35.4487149636761,2.8670934176549
"Immunity",1,1.5,35.6388950994065,2.95010677942703
"Immunity",1,1.6,35.8256637122795,3.03227180973378
"Immunity",1,1.7,36.0090030390589,3.11359702917946
"Immunity",1,1.8,36.1888978318812,3.19409086773029
"Immunity",1,1.9,36.3653352967324,3.2737616659069
"Immunity",1,2,36.5383050313424,3.35261767595958
"Immunity",1,2.1,36.707798962621,3.43066706302512
"Immunity",1,2.2,36.8738112837046,3.50791790626526
"Immunity",1,2.3,37.0363383906847,3.58437819998698
"Immunity",1,2.4,37.1953788190924,3.6600558547448
"Immunity",1,2.5,37.3509331802147,3.73495869842526
"Immunity",1,2.6,37.5030040973192,3.80909447731367
"Immunity",1,2.7,37.6515961418645,3.88247085714341
"Immunity",1,2.8,37.7967157697731,3.95509542412794
"Immunity",1,2.9,37.938371257844,4.0269756859757
"Immunity",1,3,38.0765726403798,4.09811907288801
"Immunity",1,3.1,38.2113316461021,4.16853293854039
"Immunity",1,3.2,38.342661635428,4.23822456104728
"Immunity",1,3.3,38.4705775381772,4.30720114391047
"Immunity",1,3.4,38.5950957917782,4.37546981695151
"Immunity",1,3.5,38.7162342800373,4.44303763722817
"Immunity",1,3.6,38.8340122725343,4.50991158993536
"Immunity",1,3.7,38.948450364704,4.5760985892906
"Immunity",1,3.8,39.0595704186585,4.64160547940429
"Immunity",1,3.9,39.1673955048061,4.70643903513511
"Immunity",1,4,39.2719498443141,4.77060596293065
"Immunity",1,4.1,39.3732587524647,4.83411290165366
"Immunity",1,4.2,39.4713485829459,4.89696642339395
"Immunity",1,4.3,39.5662466731177,4.95917303426651
"Immunity",1,4.4,39.6579812902916,5.02073917519569
"Immunity",1,4.5,39.7465815790554,5.08167122268604
"Immunity",1,4.6,39.8320775096752,5.14197548957988
"Immunity",1,4.7,39.9144998276004,5.20165822580185
"Immunity",1,4.8,39.9938800040965,5.26072561909072
"Immunity",1,4.9,40.0702501880038,5.31918379571899
"Immunity",1,5,40.1436431587463,5.37703882119928
"Immunity",1,5.1,40.2140922804227,5.43429670097984
"Immunity",1,5.2,40.2816314571166,5.49096338112799
"Immunity",1,5.3,40.3462950894357,5.54704474900179
"Immunity",1,5.4,40.4081180322573,5.60254663391042
"Immunity",1,5.5,40.4671355536778,5.65747480776374
"Immunity",1,5.6,40.5233832951838,5.71183498571088
"Immunity",1,5.7,40.5768972330405,5.76563282676837
"Immunity",1,5.8,40.6277136408951,5.81887393443786
"Immunity",1,5.9,40.6758690535912,5.87156385731372
"Immunity",1,6,40.7214002321881,5.92370808968082
"Immunity",1,6.1,40.7643441301769,5.97531207210261
"Immunity",1,6.2,40.8047378608832,6.02638119199969
"Immunity",1,6.3,40.8426186660464,6.07692078421931
"Immunity",1,6.4,40.8780238855615,6.12693613159565
"Immunity",1,6.5,40.9109909283707,6.17643246550152
"Immunity",1,6.6,40.9415572444881,6.22541496639124
"Immunity",1,6.7,40.9697602981421,6.2738887643353
"Immunity",1,6.8,40.9956375420181,6.32185893954669
"Immunity",1,6.9,41.0192263925816,6.36933052289932
"Immunity",1,7,41.0405642064639,6.41630849643857
"Immunity",1,7.1,41.0596882578903,6.46279779388419
"Immunity",1,7.2,41.0766357171281,6.50880330112584
"Immunity",1,7.3,41.0914436299359,6.55432985671126
"Immunity",1,7.4,41.10414889799,6.5993822523274
"Immunity",1,7.5,41.1147882602665,6.64396523327464
"Immunity",1,7.6,41.1233982753564,6.68808349893421
"Immunity",1,7.7,41.1300153046913,6.731741703229
"Immunity",1,7.8,41.1346754966537,6.77494445507804
"Immunity",1,7.9,41.1374147715532,6.81769631884454
"Immunity",1,8,41.1382688074407,6.86000181477792
"Immunity",1,8.1,41.1372730267397,6.9018654194498
"Immunity",1,8.2,41.1344625836696,6.94329156618417
"Immunity",1,8.3,41.1298723524379,6.9842846454818
"Immunity",1,8.4,41.1235369161789,7.02484900543917
"Immunity",1,8.5,41.1154905566134,7.06498895216185
"Immunity",1,8.6,41.1057672444085,7.10470875017271
"Immunity",1,8.7,41.0944006302128,7.14401262281477
"Immunity",1,8.8,41.0814240363451,7.18290475264914
"Immunity",1,8.9,41.0668704491142,7.2213892818479
"Immunity",1,9,41.0507725117469,7.25947031258221
"Immunity",1,9.1,41.0331625179031,7.29715190740565
"Immunity",1,9.2,41.014072405756,7.33443808963295
"Immunity",1,9.3,40.9935337526165,7.37133284371424
"Immunity",1,9.4,40.9715777700803,7.40784011560479
"Immunity",1,9.5,40.9482352996789,7.44396381313057
"Immunity",1,9.6,40.9235368090121,7.47970780634944
"Immunity",1,9.7,40.8975123883448,7.51507592790828
"Immunity",1,9.8,40.8701917476472,7.55007197339609
"Immunity",1,9.9,40.8416042140605,7.58469970169308
"Immunity",1,10,40.8117787297697,7.61896283531591
"Immunity",1,10.1,40.7807438502657,7.65286506075913
"Immunity",1,10.2,40.7485277429788,7.68641002883287
"Immunity",1,10.3,40.7151581862673,7.71960135499695
"Immunity",1,10.4,40.6806625687446,7.75244261969135
"Immunity",1,10.5,40.6450678889286,7.78493736866322
"Immunity",1,10.6,40.6084007551974,7.81708911329042
"Immunity",1,10.7,40.5706873860378,7.8489013309017
"Immunity",1,10.8,40.5319536105697,7.88037746509364
"Immunity",1,10.9,40.4922248693337,7.91152092604424
"Immunity",1,11,40.4515262153285,7.94233509082336
"Immunity",1,11.1,40.4098823152825,7.97282330370011
"Immunity",1,11.2,40.3673174511501,8.00298887644703
"Immunity",1,11.3,40.323855521817,8.03283508864141
"Immunity",1,11.4,40.2795200450043,8.06236518796347
"Immunity",1,11.5,40.2343341593599,8.09158239049176
"Immunity",1,11.6,40.1883206267248,8.12048988099566
"Immunity",1,11.7,40.1415018345645,8.149090813225
"Immunity",1,11.8,40.0938997985545,8.17738831019698
"Immunity",1,11.9,40.0455361653108,8.2053854644803
"Immunity",1,12,39.9964322152544,8.23308533847665
"Immunity",1,12.1,39.946608865602,8.26049096469951
"Immunity",1,12.2,39.896086673472,8.28760534605036
"Immunity",1,12.3,39.8448858391006,8.31443145609232
"Immunity",1,12.4,39.7930262091553,8.34097223932126
"Immunity",1,12.5,39.7405272801423,8.3672306114344
"Immunity",1,12.6,39.6874082018974,8.39320945959644
"Immunity",1,12.7,39.6336877811538,8.4189116427033
"Immunity",1,12.8,39.5793844851813,8.44433999164344
"Immunity",1,12.9,39.5245164454878,8.46949730955679
"Immunity",1,13,39.4691014615793,8.49438637209139
"Immunity",1,13.1,39.4131570047703,8.51900992765769
"Immunity",1,13.2,39.3567002220404,8.54337069768064
"Immunity",1,13.3,39.2997479399305,8.56747137684941
"Immunity",1,13.4,39.2423166684743,8.59131463336505
"Immunity",1,13.5,39.1844226051589,8.61490310918579
"Immunity",1,13.6,39.1260816389112,8.63823942027032
"Immunity",1,13.7,39.0673093541042,8.66132615681884
"Immunity",1,13.8,39.0081210345803,8.684165883512
"Immunity",1,13.9,38.948531667686,8.70676113974776
"Immunity",1,14,38.8885559483156,8.72911443987622
"Immunity",1,14.1,38.8282082829589,8.75122827343228
"Immunity",1,14.2,38.7675027937508,8.77310510536642
"Immunity",1,14.3,38.7064533225184,8.79474737627335
"Immunity",1,14.4,38.6450734348228,8.81615750261878
"Immunity",1,14.5,38.5833764239931,8.83733787696409
"Immunity",1,14.6,38.5213753151494,8.85829086818921
"Immunity",1,14.7,38.4590828692124,8.87901882171344
"Immunity",1,14.8,38.3965115868969,8.89952405971445
"Immunity",1,14.9,38.3336737126873,8.91980888134533
"Immunity",1,15,38.2705812387926,8.93987556294981
"Immunity",2,0,45.7404298200299,31.6998009662772
"Immunity",2,0.1,44.1549479389568,31.4825892602444
"Immunity",2,0.2,42.6440678372266,31.2674926873944
"Immunity",2,0.3,41.2030901026741,31.0544958634278
"Immunity",2,0.4,39.827903498909,30.8435837717305
"Immunity",2,0.5,38.5146425098408,30.6347409945877
"Immunity",2,0.6,37.2597399650312,30.4279518982012
"Immunity",2,0.7,36.059901604616,30.2232006616584
"Immunity",2,0.8,34.9120571273373,30.0204713232588
"Immunity",2,0.9,33.8133515661452,29.8197477937446
"Immunity",2,1,32.7611290390971,29.6210138764473
"Immunity",2,1.1,31.7529143377189,29.4242532884509
"Immunity",2,1.2,30.7863964272147,29.2294496801034
"Immunity",2,1.3,29.8594160948044,29.0365866499166
"Immunity",2,1.4,28.9699537060813,28.8456477595755
"Immunity",2,1.5,28.1161176355079,28.6566165481963
"Immunity",2,1.6,27.2961343710301,28.4694765446293
"Immunity",2,1.7,26.5083394508654,28.284211278849
"Immunity",2,1.8,25.7511692257006,28.1008042923747
"Immunity",2,1.9,25.023153369989,27.9192391477971
"Immunity",2,2,24.3229080621483,27.7394994374976
"Immunity",2,2.1,23.6491297645417,27.5615687916274
"Immunity",2,2.2,23.0005895395882,27.3854308854144
"Immunity",2,2.3,22.3761278477884,27.2110694458545
"Immunity",2,2.4,21.7746498033386,27.0384682578112
"Immunity",2,2.5,21.1951207887971,26.86761116964
"Immunity",2,2.6,20.6365624349685,26.698482098323
"Immunity",2,2.7,20.0980489317019,26.5310650341544
"Immunity",2,2.8,19.5787036267425,26.3653440450287
"Immunity",2,2.9,19.0776958846908,26.2013032803635
"Immunity",2,3,18.5942381874211,26.0389269746792
"Immunity",2,3.1,18.127583452986,25.8781994508641
"Immunity",2,3.2,17.6770225536488,25.7191051231485
"Immunity",2,3.3,17.2418820156482,25.5616284998101
"Immunity",2,3.4,16.8215218850573,25.4057541856308
"Immunity",2,3.5,16.4153337456421,25.2514668841235
"Immunity",2,3.6,16.0227388759964,25.0987513995444
"Immunity",2,3.7,15.6431865344524,24.9475926387093
"Immunity",2,3.8,15.2761523613571,24.7979756126242
"Immunity",2,3.9,14.9211368892821,24.6498854379466
"Immunity",2,4,14.5776641526037,24.5033073382887
"Immunity",2,4.1,14.2452803886758,24.3582266453717
"Immunity",2,4.2,13.9235528235163,24.2146288000447
"Immunity",2,4.3,13.6120685355613,24.0724993531757
"Immunity",2,4.4,13.3104333916065,23.931823966423
"Immunity",2,4.5,13.0182710495669,23.7925884128975
"Immunity",2,4.6,12.7352220231474,23.6547785777206
"Immunity",2,4.7,12.4609428039312,23.5183804584876
"Immunity",2,4.8,12.1951050367726,23.38338016564
"Immunity",2,4.9,11.9373947447167,23.2497639227557
"Immunity",2,5,11.6875115999827,23.1175180667608
"Immunity",2,5.1,11.445168237823,22.986629048069
"Immunity",2,5.2,11.2100896103272,22.8570834306527
"Immunity",2,5.3,10.9820123774715,22.7288678920523
"Immunity",2,5.4,10.7606843329231,22.6019692233251
"Immunity",2,5.5,10.5458638623036,22.4763743289401
"Immunity",2,5.6,10.337319431788,22.3520702266215
"Immunity",2,5.7,10.1348291050778,22.229044047144
"Immunity",2,5.8,9.93818008693232,22.1072830340839
"Immunity",2,5.9,9.74716829157596,21.9867745435283
"Immunity",2,6,9.56159793442204,21.867506043746
"Immunity",2,6.1,9.38128114566626,21.7494651148221
"Immunity",2,6.2,9.20603760440605,21.6326394482589
"Immunity",2,6.3,9.03569419203681,21.5170168465455
"Immunity",2,6.4,8.87008466376331,21.402585222699
"Immunity",2,6.5,8.70904933714472,21.2893325997776
"Immunity",2,6.6,8.55243479666577,21.1772471103695
"Immunity",2,6.7,8.40009361339469,21.0663169960579
"Immunity",2,6.8,8.25188407885139,20.9565306068652
"Immunity",2,6.9,8.1076699522677,20.847876400676
"Immunity",2,7,7.96732022047505,20.740342942643
"Immunity",2,7.1,7.83070886970467,20.6339189045746
"Immunity",2,7.2,7.69771466863168,20.5285930643075
"Immunity",2,7.3,7.56822096203677,20.4243543050648
"Immunity",2,7.4,7.44211547449899,20.3211916148003
"Immunity",2,7.5,7.31929012356988,20.2190940855309
"Immunity",2,7.6,7.19964084191319,20.1180509126581
"Immunity",2,7.7,7.08306740792622,20.0180513942788
"Immunity",2,7.8,6.96947328438842,19.9190849304871
"Immunity",2,7.9,6.85876546471011,19.8211410226677
"Immunity",2,8,6.75085432638017,19.724209272782
"Immunity",2,8.1,6.64565349123493,19.628279382647
"Immunity",2,8.2,6.54307969219316,19.5333411532083
"Immunity",2,8.3,6.44305264612263,19.4393844838079
"Immunity",2,8.4,6.34549493252314,19.3463993714473
"Immunity",2,8.5,6.25033187772908,19.254375910046
"Immunity",2,8.6,6.15749144435162,19.1633042896972
"Immunity",2,8.7,6.06690412569628,19.0731747959204
"Immunity",2,8.8,5.97850284490684,18.9839778089107
"Immunity",2,8.9,5.89222285860004,18.8957038027873
"Immunity",2,9,5.80800166476907,18.80834334484
"Immunity",2,9.1,5.72577891474565,18.7218870947743
"Immunity",2,9.2,5.64549632902222,18.6363258039559
"Immunity",2,9.3,5.56709761674657,18.5516503146559
"Immunity",2,9.4,5.49052839871121,18.4678515592942
"Immunity",2,9.5,5.4157361336695,18.3849205596854
"Immunity",2,9.6,5.3426700478193,18.3028484262835
"Immunity",2,9.7,5.27128106730358,18.221626357429
"Immunity",2,9.8,5.20152175358504,18.1412456385965
"Immunity",2,9.9,5.13334624155963,18.0616976416443
"Immunity",2,10,5.06671018028057,17.9829738240658
"Immunity",2,10.1,5.00157067617122,17.9050657282424
"Immunity",2,10.2,4.93788623861151,17.8279649806994
"Immunity",2,10.3,4.87561672778831,17.7516632913641
"Immunity",2,10.4,4.81472330470589,17.6761524528263
"Immunity",2,10.5,4.75516838325771,17.6014243396019
"Immunity",2,10.6,4.69691558426583,17.5274709073999
"Immunity",2,10.7,4.639929691399,17.4542841923915
"Immunity",2,10.8,4.58417660888453,17.3818563104838
"Immunity",2,10.9,4.52962332093386,17.3101794565962
"Immunity",2,11,4.47623785280507,17.2392459039404
"Immunity",2,11.1,4.42398923342965,17.1690480033048
"Immunity",2,11.2,4.3728474595345,17.0995781823415
"Immunity",2,11.3,4.32278346119304,17.030828944859
"Immunity",2,11.4,4.27376906874299,16.9627928701168
"Immunity",2,11.5,4.22577698101102,16.8954626121262
"Immunity",2,11.6,4.17878073478757,16.8288308989538
"Immunity",2,11.7,4.13275467549759,16.7628905320304
"Immunity",2,11.8,4.08767392901576,16.697634385463
"Immunity",2,11.9,4.04351437457705,16.6330554053528
"Immunity",2,12,4.00025261873574,16.5691466091161
"Immunity",2,12.1,3.95786597032828,16.505901084811
"Immunity",2,12.2,3.91633241639759,16.4433119904681
"Immunity",2,12.3,3.87563059903789,16.3813725534258
"Immunity",2,12.4,3.83573979312163,16.3200760696704
"Immunity",2,12.5,3.7966398848715,16.2594159031813
"Immunity",2,12.6,3.75831135124212,16.1993854852802
"Immunity",2,12.7,3.72073524007801,16.1399783139854
"Immunity",2,12.8,3.68389315101544,16.0811879533715
"Immunity",2,12.9,3.64776721709772,16.023008032933
"Immunity",2,13,3.61234008707448,15.9654322469532
"Immunity",2,13.1,3.57759490835701,15.9084543538778
"Immunity",2,13.2,3.54351531060294,15.8520681756941
"Immunity",2,13.3,3.51008538990459,15.7962675973138
"Immunity",2,13.4,3.47728969355679,15.7410465659615
"Immunity",2,13.5,3.44511320538058,15.6863990905683
"Immunity",2,13.6,3.41354133158062,15.63231924117
"Immunity",2,13.7,3.38255988711492,15.5788011483097
"Immunity",2,13.8,3.35215508255648,15.5258390024463
"Immunity",2,13.9,3.32231351142731,15.473427053367
"Immunity",2,14,3.29302213798612,15.4215596096056
"Immunity",2,14.1,3.26426828545182,15.3702310378645
"Immunity",2,14.2,3.23603962464576,15.3194357624431
"Immunity",2,14.3,3.20832416303623,15.2691682646692
"Immunity",2,14.4,3.18111023416962,15.2194230823375
"Immunity",2,14.5,3.15438648747315,15.1701948091505
"Immunity",2,14.6,3.1281418784149,15.1214780941664
"Immunity",2,14.7,3.10236565900718,15.0732676412505
"Immunity",2,14.8,3.07704736864028,15.0255582085315
"Immunity",2,14.9,3.0521768252337,14.9783446078637
"Immunity",2,15,3.02774411669294,14.931621704292
"Immunity",3,0,38.3856705394701,54.5423789027345
"Immunity",3,0.1,35.6860292776567,54.0857867454053
"Immunity",3,0.2,33.1963987619854,53.6337057994046
"Immunity",3,0.3,30.8986200980475,53.1861089002198
"Immunity",3,0.4,28.776367943773,52.7429674884934
"Immunity",3,0.5,26.8149128559858,52.3042517390361
"Immunity",3,0.6,25.0009464865,51.8699307308829
"Immunity",3,0.7,23.3223722649749,51.4399726286423
"Immunity",3,0.8,21.7682079030932,51.0143447743489
"Immunity",3,0.9,20.3284603933473,50.5930138052288
"Immunity",3,1,18.9940130445459,50.1759457630165
"Immunity",3,1.1,17.7565419186627,49.7631061771961
"Immunity",3,1.2,16.6084406588593,49.3544601421891
"Immunity",3,1.3,15.5427463636531,48.9499723942881
"Immunity",3,1.4,14.5530798031973,48.5496073750453
"Immunity",3,1.5,13.633591333192,48.1533292896178
"Immunity",3,1.6,12.7789126150806,47.7611021595237
"Immunity",3,1.7,11.9841135001088,47.3728898702151
"Immunity",3,1.8,11.2446633316045,46.9886562141377
"Immunity",3,1.9,10.556396136669,46.6083649296751
"Immunity",3,2,9.91547921458436,46.2319797364106
"Immunity",3,2.1,9.318384707121,45.8594643670729
"Immunity",3,2.2,8.76186399387682,45.49078259628
"Immunity",3,2.3,8.2429242262009,45.1258982668021
"Immunity",3,2.4,7.75880704219032,44.7647753132516
"Immunity",3,2.5,7.30696924659655,44.4073777834305
"Immunity",3,2.6,6.88506517303088,44.0536698576463
"Immunity",3,2.7,6.49093055620269,43.7036158661718
"Immunity",3,2.8,6.1225678024655,43.3571803049792
"Immunity",3,2.9,5.77813251761709,43.0143278499084
"Immunity",3,3,5.45592117601669,42.6750233694051
"Immunity",3,3.1,5.15435982708834,42.3392319359503
"Immunity",3,3.2,4.87199374613329,42.0069188362966
"Immunity",3,3.3,4.60747794605589,41.6780495806102
"Immunity",3,3.4,4.35956847466496,41.3525899106143
"Immunity",3,3.5,4.12711442950687,41.0305058068171
"Immunity",3,3.6,3.90905062858666,40.7117634949038
"Immunity",3,3.7,3.70439088102811,40.3963294513631
"Immunity",3,3.8,3.51222180680713,40.0841704084126
"Immunity",3,3.9,3.33169715924749,39.775253358284
"Immunity",3,4,3.16203260806485,39.4695455569221
"Immunity",3,4.1,3.00250094445724,39.1670145271468
"Immunity",3,4.2,2.85242767340378,38.867628061325
"Immunity",3,4.3,2.71118695903318,38.5713542235956
"Immunity",3,4.4,2.57819789764358,38.2781613516815
"Immunity",3,4.5,2.45292108761043,37.9880180583291
"Immunity",3,4.6,2.33485547385286,37.7008932324042
"Immunity",3,4.7,2.22353544270624,37.4167560396759
"Immunity",3,4.8,2.11852814784972,37.1355759233155
"Immunity",3,4.9,2.01943104789486,36.8573226041335
"Immunity",3,5,1.92586963827648,36.5819660805801
"Immunity",3,5.1,1.83749536162457,36.3094766285287
"Immunity",3,5.2,1.75398368204923,36.039824800862
"Immunity",3,5.3,1.67503231001355,35.7729814268786
"Immunity",3,5.4,1.60035956556271,35.5089176115361
"Immunity",3,5.5,1.52970286870118,35.2476047345458
"Immunity",3,5.6,1.46281734664004,34.9890144493325
"Immunity",3,5.7,1.39947454848918,34.7331186818725
"Immunity",3,5.8,1.33946125875041,34.4798896294197
"Immunity",3,5.9,1.28257840168274,34.2292997591333
"Immunity",3,6,1.22864002926652,33.9813218066132
"Immunity",3,6.1,1.17747238609341,33.7359287743554
"Immunity",3,6.2,1.12891304505869,33.4930939301333
"Immunity",3,6.3,1.08281010823657,33.2527908053135
"Immunity",3,6.4,1.03902146778017,33.0149931931126
"Immunity",3,6.5,0.997414122110856,32.7796751468016
"Immunity",3,6.6,0.957863543048914,32.5468109778634
"Immunity",3,6.7,0.92025308989236,32.3163752541093
"Immunity",3,6.8,0.884473466776061,32.0883427977587
"Immunity",3,6.9,0.850422219941282,31.8626886834871
"Immunity",3,7,0.818003271819008,31.6393882364465
"Immunity",3,7.1,0.787126489080775,31.4184170302612
"Immunity",3,7.2,0.757707282040319,31.1997508850042
"Immunity",3,7.3,0.729666232999802,30.9833658651551
"Immunity",3,7.4,0.702928751327403,30.7692382775449
"Immunity",3,7.5,0.677424753230068,30.5573446692884
"Immunity",3,7.6,0.653088364347572,30.3476618257076
"Immunity",3,7.7,0.629857643443048,30.1401667682488
"Immunity",3,7.8,0.607674325601805,29.9348367523942
"Immunity",3,7.9,0.586483583475748,29.7316492655711
"Immunity",3,8,0.566233805225864,29.5305820250605
"Immunity",3,8.1,0.546876387921006,29.3316129759047
"Immunity",3,8.2,0.528365545248312,29.1347202888191
"Immunity",3,8.3,0.510658128479832,28.9398823581052
"Immunity",3,8.4,0.493713459721874,28.7470777995699
"Immunity",3,8.5,0.477493176548945,28.5562854484494
"Immunity",3,8.6,0.461961087193398,28.3674843573404
"Immunity",3,8.7,0.447083035525568,28.180653794139
"Immunity",3,8.8,0.432826775117766,27.9957732399879
"Immunity",3,8.9,0.419161851739344,27.8128223872332
"Immunity",3,9,0.406059493679653,27.6317811373908
"Immunity",3,9.1,0.393492509341352,27.4526295991243
"Immunity",3,9.2,0.381435191588517,27.2753480862333
"Immunity",3,9.3,0.369863228372737,27.0999171156541
"Immunity",3,9.4,0.358753619196003,26.9263174054725
"Immunity",3,9.5,0.348084597002083,26.7545298729492
"Immunity",3,9.6,0.337835555118326,26.5845356325584
"Immunity",3,9.7,0.327986978897798,26.4163159940402
"Immunity",3,9.8,0.318520381737381,26.2498524604659
"Immunity",3,9.9,0.309418245171252,26.0851267263185
"Immunity",3,10,0.300663962761071,25.9221206755864
"Immunity",3,10.1,0.292241787524473,25.7608163798722
"Immunity",3,10.2,0.284136782662143,25.6011960965163
"Immunity",3,10.3,0.276334775361021,25.4432422667347
"Immunity",3,10.4,0.268822313467171,25.2869375137728
"Immunity",3,10.5,0.261586624836556,25.1322646410731
"Immunity",3,10.6,0.254615579185648,24.9792066304593
